time,alex,elliott,harvey,sam,sebastian,shane,abigail,emily,haley,leah,maru,penny,overall_1,overall_2,overall_3,gender,orientation,age
2018-07-21 23:28:01+02:00,1,3,2,6,5,4,2,3,1,6,4,5,Sam,Leah,Penny,Female,Bisexual/Pansexual,15-18
2018-07-21 23:28:15+02:00,4,5,3,6,2,1,6,5,1,2,3,4,Abigail,Penny,Emily,Male,Heterosexual,19-29
2018-07-21 23:29:02+02:00,1,4,6,3,2,5,5,6,1,3,2,4,Emily,Abigail,Penny,Male,Heterosexual,30-39
2018-07-21 23:29:04+02:00,4,3,5,1,2,6,2,3,1,4,5,6,Emily,Maru,Leah,Male,Heterosexual,19-29
2018-07-21 23:29:08+02:00,1,4,5,2,6,3,6,1,4,3,5,2,Sebastian,Abigail,Maru,Other,Other,Prefer not to say
2018-07-21 23:29:08+02:00,3,4,1,2,5,6,6,5,1,4,3,2,Sebastian,Shane,Elliott,Male,Homosexual,19-29
2018-07-21 23:29:22+02:00,1,2,4,3,5,6,5,2,3,6,4,1,Leah,Abigail,Sebastian,Male,Homosexual,15-18
2018-07-21 23:29:25+02:00,4,3,2,5,6,1,6,2,1,3,4,5,Sebastian,Abigail,Alex,Female,Asexual,19-29
2018-07-21 23:29:48+02:00,3,6,5,2,4,1,6,5,2,3,1,4,Abigail,Emily,Penny,Female,Bisexual/Pansexual,19-29
2018-07-21 23:30:24+02:00,3,5,2,4,6,1,3,6,1,5,2,4,Sebastian,Elliott,Emily,Male,Bisexual/Pansexual,19-29
2018-07-21 23:30:57+02:00,1,3,2,4,6,5,6,2,1,5,4,3,Abigail,Leah,Shane,Male,Heterosexual,19-29
2018-07-21 23:31:12+02:00,1,6,5,2,4,3,2,3,1,6,4,5,Elliott,Harvey,Leah,Female,Heterosexual,30-39
2018-07-21 23:31:22+02:00,2,1,6,4,3,5,6,3,2,5,1,4,Harvey,Abigail,Penny,Female,Bisexual/Pansexual,19-29
2018-07-21 23:31:30+02:00,2,3,1,5,6,4,6,4,1,5,2,3,Sebastian,Sam,Shane,Female,Heterosexual,15-18
2018-07-21 23:32:06+02:00,1,5,6,3,4,2,3,2,1,6,5,4,Harvey,Leah,Elliott,Female,Heterosexual,30-39
2018-07-21 23:32:19+02:00,5,4,6,3,1,2,3,5,4,6,1,2,Harvey,Leah,Emily,Female,Heterosexual,19-29
2018-07-21 23:32:32+02:00,5,3,6,1,4,2,5,1,2,3,6,4,Maru,Harvey,Leah,Female,Bisexual/Pansexual,15-18
2018-07-21 23:33:36+02:00,6,2,3,1,4,5,3,2,5,6,1,4,Alex,Shane,Leah,Female,Heterosexual,19-29
2018-07-21 23:33:52+02:00,1,2,4,3,6,5,6,2,1,3,5,4,Sebastian,Maru,Penny,Female,Heterosexual,19-29
2018-07-21 23:34:39+02:00,6,4,1,3,5,2,5,1,6,3,4,2,Alex,Sebastian,Haley,Female,Heterosexual,14 or under
2018-07-21 23:35:38+02:00,4,1,3,2,5,6,2,1,3,4,5,6,Penny,Shane,Maru,Other,Other,Prefer not to say
2018-07-21 23:36:39+02:00,1,2,3,4,6,5,4,1,3,6,2,5,Leah,Sebastian,Penny,Male,Heterosexual,30-39
2018-07-21 23:37:08+02:00,2,4,5,3,6,1,4,2,1,6,3,5,Leah,Penny,Sebastian,Male,Bisexual/Pansexual,19-29
2018-07-21 23:37:11+02:00,3,6,5,2,1,4,4,3,1,6,5,2,Elliott,Harvey,Leah,Female,Heterosexual,30-39
2018-07-21 23:37:21+02:00,1,2,5,3,6,4,5,3,1,6,2,4,Leah,Abigail,Penny,Male,Heterosexual,19-29
2018-07-21 23:37:30+02:00,6,5,3,4,2,1,5,6,1,4,3,2,Emily,Leah,Maru,Male,Bisexual/Pansexual,19-29
2018-07-21 23:38:05+02:00,3,1,4,5,6,2,5,2,3,4,1,6,Penny,Abigail,Leah,Male,Heterosexual,19-29
2018-07-21 23:38:16+02:00,5,3,6,1,2,4,5,4,1,6,2,3,Alex,Harvey,Leah,Female,Asexual,19-29
2018-07-21 23:38:24+02:00,3,1,2,6,5,4,5,2,6,4,1,3,Sam,Sebastian,Alex,Female,Heterosexual,15-18
2018-07-21 23:38:25+02:00,3,4,2,1,6,5,6,2,4,3,5,1,Sebastian,Shane,Abigail,Female,Bisexual/Pansexual,30-39
2018-07-21 23:39:08+02:00,5,3,4,1,2,6,6,4,1,2,5,3,Alex,Shane,Abigail,Male,Homosexual,19-29
2018-07-21 23:39:41+02:00,4,2,3,6,5,1,6,3,1,5,2,4,Sam,Sebastian,Abigail,Female,Heterosexual,19-29
2018-07-21 23:40:10+02:00,1,6,3,4,5,2,4,2,1,5,3,6,Elliott,Sebastian,Sam,Female,Heterosexual,19-29
2018-07-21 23:40:50+02:00,6,4,3,5,2,1,2,4,3,6,1,5,Leah,Penny,Emily,Male,Heterosexual,15-18
2018-07-21 23:42:03+02:00,1,4,5,2,3,6,6,3,1,5,2,4,Abigail,Shane,Maru,Male,Heterosexual,30-39
2018-07-21 23:42:46+02:00,5,6,4,2,3,1,6,2,3,5,4,1,Leah,Elliott,Abigail,Female,Heterosexual,30-39
2018-07-21 23:42:50+02:00,2,5,6,4,3,1,2,3,1,4,5,6,Harvey,Penny,Leah,Female,Asexual,14 or under
2018-07-21 23:43:08+02:00,5,4,3,6,2,1,4,2,5,6,3,1,Haley,Leah,Abigail,Male,Heterosexual,15-18
2018-07-21 23:43:10+02:00,2,1,4,6,5,3,5,1,2,4,3,6,Penny,Abigail,Leah,Male,Heterosexual,30-39
2018-07-21 23:43:27+02:00,5,1,2,3,6,4,5,4,2,3,1,6,Penny,Penny,Penny,Male,Heterosexual,19-29
2018-07-21 23:43:43+02:00,3,1,4,5,6,2,5,4,1,6,2,3,Sebastian,Leah,Sam,Female,Heterosexual,30-39
2018-07-21 23:43:47+02:00,1,5,6,3,2,4,4,3,1,5,2,6,Penny,Leah,Abigail,Male,Heterosexual,19-29
2018-07-21 23:43:52+02:00,5,6,2,3,1,4,2,1,3,6,5,4,Leah,Maru,Elliott,Male,Heterosexual,19-29
2018-07-21 23:44:55+02:00,2,5,4,3,6,1,6,2,1,5,4,3,Abigail,Leah,Sebastian,Male,Bisexual/Pansexual,19-29
2018-07-21 23:45:23+02:00,1,4,5,3,2,6,3,1,2,6,4,5,Shane,Leah,Penny,Female,Heterosexual,19-29
2018-07-21 23:45:39+02:00,3,6,2,1,5,4,1,4,3,6,2,5,Leah,Elliott,Penny,Female,Heterosexual,19-29
2018-07-21 23:45:43+02:00,5,4,6,3,1,2,4,5,1,6,3,2,Harvey,Alex,Elliott,Male,Homosexual,19-29
2018-07-21 23:45:50+02:00,4,3,6,2,1,5,1,4,5,3,2,6,Harvey,Shane,Penny,Female,Heterosexual,19-29
2018-07-21 23:45:55+02:00,4,5,3,1,2,6,6,5,1,4,2,3,Abigail,Leah,Emily,Male,Heterosexual,19-29
2018-07-21 23:46:00+02:00,4,2,3,6,5,1,6,1,4,5,3,2,Abigail,Leah,Haley,Male,Heterosexual,30-39
2018-07-21 23:46:12+02:00,4,3,1,2,6,5,6,2,1,3,5,4,Sebastian,Abigail,Shane,Female,Heterosexual,30-39
2018-07-21 23:46:42+02:00,4,1,2,6,3,5,4,5,3,6,1,2,Sam,Shane,Alex,Male,Homosexual,19-29
2018-07-21 23:47:40+02:00,2,3,4,1,5,6,6,5,1,4,3,2,Abigail,Shane,Emily,Male,Heterosexual,19-29
2018-07-21 23:48:06+02:00,1,2,4,3,5,6,3,2,1,6,4,5,Leah,Shane,Penny,Male,Heterosexual,19-29
2018-07-21 23:48:17+02:00,3,5,2,4,6,1,3,1,4,6,5,2,Sebastian,Elliott,Leah,Female,Heterosexual,19-29
2018-07-21 23:48:20+02:00,6,3,1,5,2,4,1,5,4,6,2,3,Sam,Alex,Shane,Female,Heterosexual,19-29
2018-07-21 23:48:53+02:00,6,5,4,3,2,1,2,4,3,5,1,6,Penny,Leah,Haley,Male,Heterosexual,19-29
2018-07-21 23:49:53+02:00,5,3,6,4,1,2,5,2,1,6,3,4,Leah,Abigail,Penny,Male,Heterosexual,19-29
2018-07-21 23:49:59+02:00,5,4,6,3,2,1,4,2,1,5,3,6,Penny,Leah,Harvey,Male,Heterosexual,19-29
2018-07-21 23:50:45+02:00,2,4,1,3,6,5,6,2,1,5,3,4,Sebastian,Shane,Abigail,Female,Bisexual/Pansexual,19-29
2018-07-21 23:51:21+02:00,3,5,6,4,2,1,2,5,6,4,1,3,Haley,Emily,Leah,Male,Heterosexual,19-29
2018-07-21 23:52:07+02:00,1,2,6,5,4,3,5,6,1,3,4,2,Emily,Abigail,Maru,Female,Bisexual/Pansexual,19-29
2018-07-21 23:52:18+02:00,1,3,4,5,6,2,5,6,4,3,2,1,Sebastian,Emily,Abigail,Female,Bisexual/Pansexual,15-18
2018-07-21 23:52:23+02:00,6,5,4,3,1,2,2,3,4,6,1,5,Leah,Haley,Harvey,Male,Heterosexual,30-39
2018-07-21 23:53:04+02:00,6,4,3,5,2,1,6,4,1,5,2,3,Alex,Sam,Sebastian,Male,Homosexual,19-29
2018-07-21 23:53:16+02:00,2,4,6,5,3,1,4,1,2,6,5,3,Leah,Maru,Abigail,Male,Heterosexual,19-29
2018-07-21 23:53:34+02:00,4,2,1,5,6,3,6,4,1,5,3,2,Sebastian,Abigail,Leah,Female,Bisexual/Pansexual,30-39
2018-07-21 23:53:51+02:00,3,4,6,5,1,2,5,3,1,2,4,6,Penny,Abigail,Maru,Male,Heterosexual,30-39
2018-07-21 23:54:02+02:00,5,1,2,4,3,6,3,2,5,4,1,6,Penny,Haley,Leah,Female,Bisexual/Pansexual,19-29
2018-07-21 23:54:02+02:00,6,3,2,5,4,1,6,5,4,3,1,2,Abigail,Emily,Haley,Male,Heterosexual,30-39
2018-07-21 23:54:11+02:00,4,6,2,5,3,1,4,5,1,6,2,3,Leah,Emily,Penny,Male,Heterosexual,19-29
2018-07-21 23:54:37+02:00,3,6,1,4,5,2,2,5,3,6,4,1,Leah,Emily,Sebastian,Male,Heterosexual,19-29
2018-07-21 23:54:49+02:00,1,6,5,4,3,2,4,1,3,6,5,2,Elliott,Leah,Harvey,Female,Heterosexual,19-29
2018-07-21 23:54:50+02:00,4,1,2,5,6,3,6,2,1,5,3,4,Sebastian,Abigail,Sam,Female,Heterosexual,19-29
2018-07-21 23:55:05+02:00,5,4,6,1,2,3,5,2,6,3,4,1,Haley,Harvey,Abigail,Female,Homosexual,19-29
2018-07-21 23:55:06+02:00,4,2,3,1,5,6,5,2,4,6,3,1,Shane,Leah,Sebastian,Female,Heterosexual,19-29
2018-07-21 23:55:24+02:00,1,5,2,3,4,6,6,2,3,5,1,4,Sebastian,Elliott,Abigail,Female,Heterosexual,19-29
2018-07-21 23:55:35+02:00,1,5,6,4,2,3,4,3,1,6,5,2,Leah,Harvey,Elliott,Female,Bisexual/Pansexual,19-29
2018-07-21 23:55:47+02:00,3,1,2,5,6,4,5,2,1,4,6,3,Sebastian,Sam,Shane,Male,Bisexual/Pansexual,19-29
2018-07-21 23:55:51+02:00,6,2,1,4,5,3,5,2,1,4,6,3,Alex,Maru,Sebastian,Female,Bisexual/Pansexual,15-18
2018-07-21 23:56:10+02:00,6,4,5,3,2,1,4,3,6,1,2,5,Shane,Leah,Sebastian,Female,Heterosexual,30-39
2018-07-21 23:56:33+02:00,4,2,1,5,6,3,3,1,5,4,2,6,Sebastian,Sam,Alex,Female,Heterosexual,19-29
2018-07-21 23:56:55+02:00,1,2,4,3,5,6,1,4,2,3,5,6,Penny,Maru,Emily,Male,Heterosexual,15-18
2018-07-21 23:56:56+02:00,4,2,1,6,5,3,3,2,5,4,1,6,Penny,Haley,Sam,Male,Other,19-29
2018-07-21 23:57:22+02:00,1,2,3,4,5,6,4,6,5,3,2,1,Shane,Haley,Emily,Female,Bisexual/Pansexual,19-29
2018-07-21 23:57:48+02:00,1,5,4,2,6,3,6,3,1,4,5,2,Sebastian,Abigail,Elliott,Female,Bisexual/Pansexual,19-29
2018-07-21 23:58:06+02:00,4,2,3,6,5,1,4,5,2,3,1,6,Penny,Abigail,Sam,Female,Bisexual/Pansexual,19-29
2018-07-21 23:58:06+02:00,2,3,6,1,4,5,6,2,3,4,1,5,,,,Male,Heterosexual,15-18
2018-07-21 23:58:42+02:00,3,2,1,4,5,6,5,2,4,6,1,3,Leah,Abigail,Shane,Male,Bisexual/Pansexual,19-29
2018-07-21 23:59:09+02:00,3,4,6,5,2,1,6,5,4,3,1,2,Harvey,Abigail,Alex,Male,Heterosexual,19-29
2018-07-21 23:59:16+02:00,4,6,3,1,5,2,6,3,1,5,2,4,Abigail,Leah,Elliott,Female,Homosexual,19-29
2018-07-21 23:59:26+02:00,3,5,6,4,1,2,5,2,3,6,4,1,Leah,Abigail,Harvey,Male,Heterosexual,19-29
2018-07-22 00:00:01+02:00,6,5,1,4,3,2,1,5,6,3,2,4,Haley,Emily,Alex,Male,Bisexual/Pansexual,19-29
2018-07-22 00:00:30+02:00,5,6,2,4,3,1,3,1,6,5,2,4,Haley,Leah,Abigail,Female,Homosexual,19-29
2018-07-22 00:00:53+02:00,1,2,5,3,4,6,3,1,4,5,2,6,Penny,Shane,Leah,Male,Heterosexual,15-18
2018-07-22 00:01:08+02:00,4,1,2,5,6,3,4,6,1,3,5,2,Sebastian,Sam,Alex,Male,Homosexual,30-39
2018-07-22 00:01:14+02:00,1,4,2,3,6,5,5,2,1,3,4,6,Sebastian,Penny,Abigail,Female,Asexual,19-29
2018-07-22 00:01:36+02:00,2,3,6,1,4,5,3,2,1,4,6,5,Maru,Harvey,Penny,Male,Heterosexual,15-18
2018-07-22 00:01:43+02:00,3,4,2,5,1,6,3,6,4,5,2,1,Emily,Shane,Sam,Female,Heterosexual,19-29
2018-07-22 00:02:01+02:00,3,1,2,5,6,4,6,5,4,2,1,3,Abigail,Emily,Sebastian,Male,Heterosexual,19-29
2018-07-22 00:02:55+02:00,1,5,2,3,4,6,5,2,1,6,3,4,Leah,Abigail,Penny,Male,Heterosexual,19-29
2018-07-22 00:03:34+02:00,5,6,1,4,3,2,2,1,3,4,6,5,Maru,Penny,Elliott,Male,Heterosexual,15-18
2018-07-22 00:03:34+02:00,3,4,5,2,1,6,5,1,3,6,4,2,Shane,Harvey,Leah,Female,Bisexual/Pansexual,19-29
2018-07-22 00:03:52+02:00,4,5,1,3,2,6,4,5,1,6,3,2,Shane,Elliott,Leah,Female,Bisexual/Pansexual,19-29
2018-07-22 00:04:22+02:00,5,6,1,4,3,2,2,1,3,4,6,5,Maru,Penny,Elliott,Male,Heterosexual,15-18
2018-07-22 00:04:34+02:00,3,6,1,2,4,5,3,6,1,5,2,4,Elliott,Emily,Leah,Female,Heterosexual,19-29
2018-07-22 00:04:40+02:00,3,2,1,5,6,4,4,2,1,5,3,6,Sebastian,Penny,Leah,Female,Bisexual/Pansexual,19-29
2018-07-22 00:05:23+02:00,1,6,5,2,4,3,2,1,3,5,6,4,Elliott,Maru,Harvey,Female,Asexual,19-29
2018-07-22 00:05:41+02:00,1,3,5,2,6,4,6,4,2,3,1,5,Sebastian,Harvey,Abigail,Female,Heterosexual,19-29
2018-07-22 00:06:18+02:00,4,2,5,1,3,6,3,5,1,4,2,6,Shane,Penny,Harvey,Female,Bisexual/Pansexual,19-29
2018-07-22 00:06:29+02:00,2,6,4,3,5,1,2,5,3,6,1,4,Leah,Emily,Elliott,Male,Heterosexual,19-29
2018-07-22 00:06:48+02:00,2,4,5,1,3,6,5,1,4,3,2,6,,,,Male,Heterosexual,19-29
2018-07-22 00:07:23+02:00,3,6,5,4,2,1,4,2,1,5,6,3,Elliott,Harvey,Maru,Female,Heterosexual,19-29
2018-07-22 00:07:45+02:00,2,4,1,5,6,3,3,4,1,5,2,6,Penny,Leah,Sebastian,Male,Heterosexual,19-29
2018-07-22 00:07:46+02:00,1,2,3,4,5,6,4,1,3,5,2,6,Penny,Leah,Abigail,Male,Heterosexual,30-39
2018-07-22 00:07:51+02:00,4,5,6,2,3,1,5,2,1,6,3,4,,,,Male,Heterosexual,30-39
2018-07-22 00:08:27+02:00,1,6,5,3,4,2,5,6,4,2,1,3,Emily,Abigail,Elliott,Male,Heterosexual,15-18
2018-07-22 00:08:28+02:00,1,2,3,4,6,5,6,2,3,4,1,5,Abigail,Penny,Leah,Male,Homosexual,19-29
2018-07-22 00:08:43+02:00,2,6,1,5,4,3,3,2,4,6,1,5,Leah,Elliott,Penny,Female,Heterosexual,19-29
2018-07-22 00:09:05+02:00,1,3,2,4,5,6,5,2,1,6,3,4,Shane,Leah,Abigail,Female,Heterosexual,19-29
2018-07-22 00:09:15+02:00,2,3,4,5,1,6,1,2,3,6,4,5,Shane,Leah,Elliott,Female,Bisexual/Pansexual,19-29
2018-07-22 00:09:34+02:00,5,4,3,2,1,6,5,6,1,4,3,2,Shane,Elliott,Emily,Female,Heterosexual,19-29
2018-07-22 00:10:04+02:00,1,6,2,5,4,3,3,2,1,4,6,5,Maru,Penny,Elliott,Female,Heterosexual,30-39
2018-07-22 00:10:10+02:00,2,1,3,5,6,4,2,6,3,5,1,4,Emily,Leah,Sebastian,Male,Bisexual/Pansexual,19-29
2018-07-22 00:10:18+02:00,5,1,2,6,4,3,6,1,4,5,2,3,Abigail,Leah,Haley,Male,Heterosexual,15-18
2018-07-22 00:11:02+02:00,2,4,6,5,1,3,6,1,5,4,3,2,Harvey,Sam,Abigail,Female,Heterosexual,30-39
2018-07-22 00:11:14+02:00,2,3,4,6,5,1,5,3,2,6,1,4,Leah,Abigail,Penny,Male,Heterosexual,19-29
2018-07-22 00:11:29+02:00,1,6,5,2,3,4,3,5,2,6,4,1,Leah,Elliott,Harvey,Female,Bisexual/Pansexual,19-29
2018-07-22 00:11:52+02:00,3,4,2,5,6,1,4,3,6,5,2,1,Sebastian,Haley,Leah,Female,Heterosexual,30-39
2018-07-22 00:12:02+02:00,3,6,4,2,5,1,5,4,2,6,3,1,Leah,Abigail,Elliott,Female,Bisexual/Pansexual,19-29
2018-07-22 00:12:48+02:00,1,5,4,2,6,3,3,2,6,5,1,4,Haley,Leah,Sebastian,Male,Heterosexual,19-29
2018-07-22 00:12:59+02:00,5,3,6,4,2,1,2,4,1,6,3,5,Leah,Penny,Alex,Male,Heterosexual,15-18
2018-07-22 00:13:23+02:00,4,5,6,1,2,3,5,3,1,6,4,2,Leah,Harvey,Abigail,Female,Heterosexual,19-29
2018-07-22 00:14:01+02:00,4,3,6,2,5,1,6,5,1,2,4,3,Abigail,Emily,Maru,Prefer not to say,Heterosexual,30-39
2018-07-22 00:14:31+02:00,4,6,5,3,2,1,5,3,1,2,4,6,Penny,Abigail,Elliott,Male,Heterosexual,19-29
2018-07-22 00:14:48+02:00,6,1,2,3,5,4,4,1,2,6,3,5,Leah,Penny,Abigail,Female,Homosexual,19-29
2018-07-22 00:16:09+02:00,1,4,3,5,6,2,6,1,2,4,3,5,Sebastian,Sam,Haley,Female,Bisexual/Pansexual,19-29
2018-07-22 00:16:17+02:00,2,6,4,3,5,1,2,6,1,5,4,3,Leah,Emily,Elliott,Male,Heterosexual,30-39
2018-07-22 00:16:18+02:00,5,2,4,3,6,1,3,6,1,5,2,4,Sebastian,Emily,Sam,Female,Heterosexual,19-29
2018-07-22 00:16:20+02:00,5,2,3,6,4,1,2,4,5,3,1,6,Sam,Alex,Sebastian,Female,Heterosexual,15-18
2018-07-22 00:16:24+02:00,1,2,3,4,5,6,4,5,6,3,2,1,,,,Other,Other,Prefer not to say
2018-07-22 00:16:38+02:00,1,6,4,2,3,5,1,2,4,6,3,5,Elliott,Shane,Leah,Female,Heterosexual,30-39
2018-07-22 00:17:22+02:00,4,3,1,2,6,5,4,6,1,5,2,3,Emily,Leah,Sebastian,Male,Heterosexual,19-29
2018-07-22 00:17:30+02:00,2,3,5,4,6,1,6,1,2,3,5,4,Abigail,Maru,Penny,Male,Heterosexual,19-29
2018-07-22 00:17:31+02:00,2,4,6,1,5,3,5,6,4,2,1,3,,,,Male,Heterosexual,19-29
2018-07-22 00:17:39+02:00,5,2,1,6,4,3,5,3,4,6,2,1,Sam,Abigail,Alex,Female,Heterosexual,19-29
2018-07-22 00:17:43+02:00,1,5,4,2,6,3,3,2,6,5,1,4,Haley,Sebastian,Penny,Male,Heterosexual,19-29
2018-07-22 00:17:46+02:00,4,1,2,6,5,3,1,4,3,6,2,5,Sam,Sebastian,Alex,Other,Homosexual,15-18
2018-07-22 00:18:13+02:00,3,5,4,1,2,6,6,3,1,4,2,5,Abigail,Penny,Leah,Male,Heterosexual,19-29
2018-07-22 00:18:34+02:00,2,1,4,3,5,6,2,1,6,5,4,3,Haley,Maru,Penny,Male,Heterosexual,19-29
2018-07-22 00:18:59+02:00,1,4,3,2,5,6,4,3,2,5,1,6,Shane,Penny,Leah,Female,Bisexual/Pansexual,19-29
2018-07-22 00:19:14+02:00,1,4,6,2,5,3,6,1,4,3,5,2,,,,Male,Heterosexual,19-29
2018-07-22 00:20:24+02:00,2,3,1,4,5,6,5,3,2,6,4,1,Leah,Abigail,Shane,Male,Heterosexual,19-29
2018-07-22 00:20:51+02:00,6,5,2,4,3,1,4,2,3,6,1,5,Alex,Elliott,Sam,Female,Heterosexual,19-29
2018-07-22 00:20:55+02:00,2,1,6,5,4,3,4,3,2,5,6,1,Harvey,Maru,Leah,Female,Bisexual/Pansexual,19-29
2018-07-22 00:22:46+02:00,5,1,4,3,2,6,3,2,6,4,1,5,Haley,Penny,Leah,Male,Heterosexual,30-39
2018-07-22 00:23:13+02:00,6,3,5,2,1,4,6,4,1,2,3,5,Abigail,Penny,Alex,Female,Prefer not to say,30-39
2018-07-22 00:23:34+02:00,2,6,4,3,5,1,5,3,2,6,4,1,Leah,Abigail,Maru,Female,Bisexual/Pansexual,19-29
2018-07-22 00:23:53+02:00,5,4,1,6,2,3,5,2,3,4,1,6,Penny,Abigail,Sam,Male,Heterosexual,19-29
2018-07-22 00:23:57+02:00,5,4,2,3,6,1,4,3,1,6,2,5,Sebastian,Elliott,Alex,Female,Bisexual/Pansexual,19-29
2018-07-22 00:24:06+02:00,3,4,2,5,6,1,6,2,3,5,1,4,Abigail,Sebastian,Leah,Male,Bisexual/Pansexual,19-29
2018-07-22 00:24:33+02:00,2,1,4,3,6,5,4,5,3,6,1,2,Sebastian,Shane,Leah,Female,Heterosexual,19-29
2018-07-22 00:24:40+02:00,6,1,4,2,5,3,1,4,3,5,2,6,Alex,Penny,Sebastian,Female,Heterosexual,19-29
2018-07-22 00:24:54+02:00,1,2,5,3,4,6,3,2,1,6,5,4,Leah,Maru,Shane,Male,Heterosexual,19-29
2018-07-22 00:24:59+02:00,1,3,4,5,6,2,6,5,1,3,2,4,Sebastian,Sam,Abigail,Male,Homosexual,19-29
2018-07-22 00:25:54+02:00,2,3,4,1,5,6,5,4,1,6,3,2,Shane,Sebastian,Abigail,Male,Bisexual/Pansexual,15-18
2018-07-22 00:25:57+02:00,2,4,3,5,6,1,4,6,1,5,2,3,Sebastian,Sam,Elliott,Female,Other,19-29
2018-07-22 00:26:00+02:00,1,6,2,4,5,3,5,4,1,6,3,2,Elliott,Leah,Abigail,Female,Heterosexual,19-29
2018-07-22 00:26:17+02:00,2,6,5,4,1,3,3,2,4,5,1,6,Penny,Leah,Elliott,Male,Heterosexual,19-29
2018-07-22 00:26:21+02:00,2,5,1,6,4,3,4,3,1,5,2,6,Penny,Leah,Sam,Female,Bisexual/Pansexual,19-29
2018-07-22 00:26:32+02:00,1,5,6,2,3,4,4,3,1,6,2,5,Haley,Alex,Sam,Male,Bisexual/Pansexual,19-29
2018-07-22 00:26:45+02:00,1,5,4,2,6,3,5,4,2,6,3,1,Sebastian,Leah,Penny,Female,Heterosexual,30-39
2018-07-22 00:28:20+02:00,1,4,5,2,3,6,3,5,1,4,2,6,Penny,Emily,Leah,Male,Heterosexual,19-29
2018-07-22 00:28:34+02:00,5,2,3,4,6,1,6,4,1,3,2,5,Abigail,Penny,Sebastian,Male,Heterosexual,30-39
2018-07-22 00:28:55+02:00,1,4,3,2,5,6,6,5,1,3,4,2,Abigail,Shane,Emily,Non-binary,Bisexual/Pansexual,19-29
2018-07-22 00:29:53+02:00,2,5,3,6,4,1,1,4,3,6,2,5,Leah,Elliott,Emily,Male,Heterosexual,30-39
2018-07-22 00:30:10+02:00,4,3,2,1,5,6,5,1,6,4,3,2,Shane,Haley,Sebastian,Female,Bisexual/Pansexual,15-18
2018-07-22 00:30:23+02:00,6,5,4,3,2,1,4,2,6,5,1,3,Haley,Leah,Abigail,Male,Heterosexual,19-29
2018-07-22 00:30:23+02:00,1,6,3,4,5,2,4,3,2,6,5,1,Elliott,Abigail,Sebastian,Prefer not to say,Asexual,19-29
2018-07-22 00:30:57+02:00,4,3,2,5,6,1,6,1,2,5,3,4,Sebastian,Abigail,Sam,Female,Bisexual/Pansexual,19-29
2018-07-22 00:31:39+02:00,5,2,3,6,4,1,6,2,5,4,1,3,Abigail,Haley,,Male,Heterosexual,19-29
2018-07-22 00:31:43+02:00,6,4,5,2,1,3,4,3,1,6,5,2,Alex,Harvey,Leah,Female,Heterosexual,19-29
2018-07-22 00:32:18+02:00,1,6,5,4,3,2,2,4,5,3,6,1,Maru,Haley,Elliott,Male,Heterosexual,19-29
2018-07-22 00:32:35+02:00,5,6,2,4,3,1,5,1,4,3,2,6,Penny,Abigail,Elliott,Non-binary,Bisexual/Pansexual,50 or over
2018-07-22 00:32:57+02:00,6,5,4,3,2,1,5,2,3,6,1,4,Leah,Abigail,Penny,Male,Heterosexual,15-18
2018-07-22 00:32:59+02:00,5,1,4,2,3,6,2,3,1,5,4,6,Penny,Penny,Penny,Male,Heterosexual,19-29
2018-07-22 00:33:37+02:00,2,5,1,6,4,3,2,1,6,3,5,4,Haley,Penny,Maru,Non-binary,Bisexual/Pansexual,19-29
2018-07-22 00:34:13+02:00,1,4,2,5,6,3,3,4,1,6,2,5,Sebastian,Leah,Penny,Female,Heterosexual,19-29
2018-07-22 00:34:38+02:00,6,4,3,2,5,1,5,2,3,6,1,4,Alex,Abigail,Leah,Female,Asexual,19-29
2018-07-22 00:34:53+02:00,2,3,1,5,4,6,5,4,1,6,3,2,Shane,Sam,Sebastian,Female,Bisexual/Pansexual,19-29
2018-07-22 00:35:21+02:00,3,5,6,2,1,4,6,2,1,5,4,3,Abigail,Maru,Leah,Male,Heterosexual,30-39
2018-07-22 00:35:44+02:00,5,6,2,3,4,1,4,2,1,6,5,3,Leah,Elliott,Penny,Female,Bisexual/Pansexual,19-29
2018-07-22 00:36:56+02:00,1,4,5,2,3,6,5,3,1,6,4,2,Shane,Harvey,Elliott,Female,Heterosexual,19-29
2018-07-22 00:37:21+02:00,4,2,1,5,6,3,5,1,3,6,2,4,Sebastian,Leah,Abigail,Female,Heterosexual,30-39
2018-07-22 00:37:33+02:00,4,1,3,2,5,6,2,3,5,4,1,6,Shane,Penny,Haley,Non-binary,Homosexual,19-29
2018-07-22 00:37:41+02:00,2,1,6,4,5,3,5,2,3,6,1,4,Leah,Abigail,Penny,Male,Bisexual/Pansexual,19-29
2018-07-22 00:38:47+02:00,2,3,1,4,6,5,4,2,1,5,3,6,Sebastian,Shane,Penny,Female,Heterosexual,15-18
2018-07-22 00:38:57+02:00,5,4,3,2,6,1,2,4,1,6,5,3,Leah,Emily,Maru,Prefer not to say,Heterosexual,19-29
2018-07-22 00:39:45+02:00,2,1,6,4,5,3,6,2,3,4,5,1,Abigail,Harvey,Maru,Female,Asexual,30-39
2018-07-22 00:40:00+02:00,5,4,1,3,6,2,2,4,6,3,5,1,Sebastian,Alex,Elliott,Female,Heterosexual,19-29
2018-07-22 00:40:04+02:00,4,3,2,1,6,5,5,2,3,4,1,6,Penny,Abigail,Sebastian,Other,Other,Prefer not to say
